epoch,iteration,D_A,G_A,cycle_A,idt_A,D_B,G_B,cycle_B,idt_B
56,680,0.079,0.744,0.824,0.13,0.197,0.274,0.481,0.174
56,780,0.037,0.857,0.707,0.155,0.209,0.629,0.513,0.158
56,880,0.042,0.868,0.492,0.111,0.245,0.638,0.317,0.146
56,980,0.038,0.919,0.445,0.136,0.132,0.512,0.513,0.112
56,1080,0.037,0.379,0.329,0.128,0.1,0.381,0.454,0.086
57,60,0.131,0.426,0.338,0.189,0.051,0.278,0.539,0.089
57,160,0.038,0.765,0.355,0.142,0.182,0.383,0.56,0.103
57,260,0.08,0.546,0.286,0.173,0.116,0.44,0.536,0.121
57,360,0.101,0.579,0.391,0.169,0.357,0.621,0.61,0.089
57,460,0.033,0.775,0.396,0.121,0.199,0.589,0.447,0.105
57,560,0.068,0.798,0.33,0.091,0.107,0.211,0.328,0.093
57,660,0.114,0.575,0.379,0.187,0.253,0.705,0.617,0.088
57,760,0.088,0.846,0.317,0.162,0.219,0.264,0.553,0.083
57,860,0.114,0.427,0.511,0.143,0.104,0.45,0.595,0.14
57,960,0.112,0.491,0.456,0.137,0.18,0.419,0.417,0.112
57,1060,0.194,0.195,0.328,0.326,0.04,0.83,0.782,0.087
58,40,0.04,1.159,0.438,0.2,0.133,0.43,0.693,0.09
58,140,0.093,0.593,0.374,0.157,0.189,0.655,0.665,0.094
58,240,0.33,0.544,0.426,0.116,0.113,0.479,0.446,0.117
58,340,0.145,0.501,0.475,0.173,0.187,0.409,0.547,0.186
58,440,0.276,0.785,0.335,0.146,0.177,0.505,0.413,0.11
58,540,0.209,0.581,0.458,0.106,0.106,0.333,0.391,0.169
58,640,0.13,0.448,0.335,0.13,0.164,0.239,0.435,0.092
58,740,0.111,0.534,0.413,0.097,0.417,0.135,0.366,0.153
58,840,0.219,0.565,0.433,0.117,0.046,0.732,0.379,0.11
58,940,0.09,0.435,0.376,0.173,0.163,0.277,0.566,0.104
58,1040,0.112,0.436,0.339,0.172,0.089,0.221,0.661,0.1
59,20,0.273,0.131,0.413,0.107,0.069,0.465,0.382,0.125
59,120,0.184,0.298,0.34,0.21,0.178,0.643,0.645,0.076
59,220,0.069,0.575,0.476,0.168,0.2,0.5,0.524,0.102
59,320,0.061,0.432,0.31,0.166,0.234,0.358,0.578,0.066
59,420,0.258,0.291,0.331,0.133,0.322,0.281,0.474,0.072
59,520,0.164,0.271,0.437,0.138,0.112,0.468,0.546,0.1
59,620,0.131,0.415,0.292,0.154,0.156,0.442,0.633,0.094
59,720,0.107,0.688,0.324,0.185,0.025,0.566,0.576,0.097
59,820,0.198,0.63,0.305,0.15,0.109,0.604,0.532,0.097
59,920,0.049,0.64,0.471,0.153,0.119,0.307,0.483,0.155
59,1020,0.072,0.599,0.429,0.197,0.205,0.735,0.652,0.146
59,1120,0.073,0.416,0.402,0.087,0.141,0.568,0.354,0.109
60,100,0.04,0.689,0.328,0.141,0.18,0.417,0.485,0.15
60,200,0.233,0.607,0.419,0.114,0.309,0.119,0.477,0.102
60,300,0.109,0.805,0.312,0.156,0.097,0.514,0.483,0.084
60,400,0.09,0.319,0.383,0.131,0.119,0.487,0.44,0.109
60,500,0.036,0.908,0.511,0.201,0.345,0.714,0.584,0.121
60,600,0.171,0.408,0.329,0.129,0.192,0.355,0.47,0.072
60,700,0.033,0.795,0.463,0.15,0.16,0.48,0.508,0.111
60,800,0.132,0.372,0.317,0.142,0.097,0.458,0.538,0.089
60,900,0.068,0.55,0.469,0.146,0.188,0.844,0.485,0.122
60,1000,0.149,0.622,0.634,0.12,0.135,0.359,0.454,0.196
60,1100,0.129,0.429,0.406,0.237,0.184,0.516,0.837,0.095
61,80,0.051,0.652,0.336,0.201,0.232,0.4,0.66,0.133
61,180,0.176,0.49,0.315,0.138,0.043,0.673,0.527,0.085
61,280,0.087,0.273,0.33,0.254,0.039,0.447,0.675,0.115
61,380,0.145,0.571,0.648,0.187,0.237,0.487,0.57,0.097
61,480,0.023,0.646,0.377,0.155,0.143,0.412,0.491,0.078
61,580,0.077,0.482,0.543,0.138,0.131,0.169,0.499,0.151
61,680,0.054,1.006,0.859,0.205,0.142,0.355,0.708,0.212
61,780,0.063,0.545,0.403,0.194,0.056,0.653,0.574,0.115
61,880,0.023,0.958,0.646,0.203,0.15,0.667,0.633,0.147
61,980,0.029,0.557,0.38,0.228,0.092,0.692,0.605,0.109
61,1080,0.021,1.239,0.637,0.185,0.158,0.587,0.608,0.119
62,60,0.018,1.45,0.506,0.219,0.189,0.741,0.803,0.092
62,160,0.033,0.81,0.528,0.211,0.097,0.355,0.611,0.211
62,260,0.014,1.036,0.465,0.452,0.101,0.422,0.629,0.131
62,360,0.073,0.486,0.571,0.194,0.13,0.578,0.531,0.098
62,460,0.039,0.598,0.383,0.19,0.188,0.587,0.486,0.273
62,560,0.04,0.561,0.346,0.337,0.14,0.673,0.655,0.1
62,660,0.112,0.6,0.366,0.173,0.08,0.62,0.57,0.092
62,760,0.059,0.782,0.348,0.154,0.062,0.678,0.45,0.088
62,860,0.078,0.562,0.472,0.148,0.293,0.747,0.482,0.1
62,960,0.302,1.012,0.325,0.132,0.14,0.392,0.456,0.069
62,1060,0.039,0.952,0.324,0.178,0.038,0.545,0.58,0.088
63,40,0.281,0.125,0.595,0.154,0.168,0.543,0.463,0.098
63,140,0.136,0.295,0.333,0.199,0.073,0.561,0.69,0.091
63,240,0.037,0.908,0.418,0.163,0.05,0.222,0.503,0.096
63,340,0.119,0.667,0.304,0.131,0.269,0.777,0.439,0.096
63,440,0.043,0.643,0.285,0.14,0.213,0.265,0.523,0.076
63,540,0.058,0.625,0.285,0.148,0.121,0.565,0.481,0.079
63,640,0.029,0.441,0.345,0.193,0.182,0.466,0.635,0.082
63,740,0.021,0.41,0.499,0.156,0.085,0.494,0.48,0.124
63,840,0.29,0.754,0.275,0.116,0.222,0.428,0.403,0.109
63,940,0.105,0.26,0.307,0.12,0.207,0.461,0.378,0.093
63,1040,0.31,0.912,0.285,0.132,0.059,0.181,0.412,0.078
64,20,0.184,1.045,0.332,0.123,0.125,0.356,0.444,0.086
64,120,0.087,0.513,0.342,0.158,0.11,0.4,0.567,0.089
64,220,0.067,0.512,0.466,0.171,0.227,0.223,0.516,0.17
64,320,0.14,0.856,0.353,0.161,0.115,0.382,0.574,0.093
64,420,0.2,0.498,0.551,0.149,0.253,0.318,0.44,0.134
64,520,0.108,0.479,0.311,0.135,0.238,0.151,0.483,0.085
64,620,0.052,0.449,0.331,0.166,0.04,0.483,0.539,0.086
64,720,0.188,0.313,0.417,0.112,0.19,0.293,0.447,0.146
64,820,0.054,0.602,0.347,0.143,0.182,0.543,0.492,0.075
64,920,0.139,0.545,0.345,0.132,0.202,0.7,0.489,0.121
64,1020,0.143,0.281,0.432,0.112,0.182,0.388,0.516,0.125
64,1120,0.218,0.353,0.384,0.151,0.085,0.539,0.416,0.095
65,100,0.053,0.73,0.567,0.143,0.178,0.346,0.472,0.133
65,200,0.05,0.809,0.632,0.197,0.1,0.36,0.565,0.134
65,300,0.054,0.639,0.6,0.138,0.212,0.295,0.48,0.164
65,400,0.039,0.951,0.321,0.138,0.162,0.301,0.588,0.089
65,500,0.367,1.246,0.4,0.144,0.17,0.278,0.496,0.11
65,600,0.1,0.838,0.304,0.154,0.25,0.472,0.482,0.078
65,700,0.137,0.693,0.481,0.169,0.088,0.484,0.601,0.13
65,800,0.063,0.738,0.495,0.138,0.057,0.377,0.482,0.134
65,900,0.27,1.049,0.58,0.113,0.23,0.253,0.355,0.312
65,1000,0.322,0.937,0.33,0.118,0.195,0.333,0.357,0.075
65,1100,0.104,0.377,0.329,0.174,0.338,0.645,0.598,0.075
66,80,0.162,0.895,0.707,0.156,0.093,0.734,0.646,0.208
66,180,0.042,0.371,0.379,0.149,0.214,0.41,0.504,0.076
66,280,0.179,0.548,0.398,0.161,0.271,0.433,0.536,0.128
66,380,0.1,0.406,0.44,0.142,0.092,0.553,0.498,0.145
66,480,0.048,0.672,0.322,0.14,0.186,0.293,0.494,0.096
66,580,0.058,0.613,0.465,0.195,0.16,0.54,0.609,0.137
66,680,0.027,0.563,0.319,0.197,0.112,0.649,0.665,0.086
66,780,0.178,0.489,0.459,0.1,0.141,0.45,0.374,0.111
66,880,0.112,0.293,0.408,0.166,0.216,0.469,0.64,0.077
66,980,0.024,1.053,0.315,0.167,0.036,0.298,0.566,0.089
66,1080,0.04,0.847,0.509,0.192,0.271,0.176,0.624,0.146
67,60,0.022,0.85,0.38,0.31,0.045,0.607,0.736,0.092
67,160,0.033,1.399,0.502,0.191,0.261,0.741,0.589,0.111
67,260,0.046,0.718,0.33,0.401,0.062,0.635,0.593,0.084
67,360,0.105,0.621,0.497,0.227,0.203,0.49,0.593,0.085
67,460,0.06,0.682,0.362,0.197,0.048,0.342,0.639,0.09
67,560,0.079,0.461,0.346,0.344,0.097,0.618,0.898,0.081
67,660,0.136,0.905,0.274,0.152,0.12,0.678,0.52,0.068
67,760,0.074,0.338,0.375,0.137,0.253,0.137,0.426,0.119
67,860,0.076,0.775,0.207,0.147,0.092,0.313,0.557,0.061
67,960,0.212,0.67,0.507,0.142,0.334,0.453,0.468,0.117
67,1060,0.093,0.404,0.273,0.188,0.324,0.207,0.601,0.07
68,40,0.072,0.588,0.336,0.147,0.214,0.564,0.587,0.093
68,140,0.032,0.744,0.346,0.265,0.13,0.318,0.849,0.088
68,240,0.031,0.993,0.432,0.183,0.118,0.29,0.413,0.182
68,340,0.061,0.358,0.369,0.129,0.183,0.224,0.501,0.115
68,440,0.024,0.544,0.303,0.213,0.122,0.372,0.703,0.076
68,540,0.022,0.447,0.389,0.163,0.153,0.182,0.585,0.086
68,640,0.274,0.161,0.312,0.12,0.107,0.197,0.44,0.088
68,740,0.072,0.458,0.506,0.132,0.049,0.383,0.533,0.133
68,840,0.113,1.087,0.223,0.166,0.12,0.337,0.589,0.093
68,940,0.114,0.368,0.333,0.189,0.242,0.401,0.534,0.079
68,1040,0.064,0.618,0.401,0.134,0.322,0.577,0.514,0.117
69,20,0.245,0.788,0.322,0.208,0.083,0.26,0.63,0.085
69,120,0.031,0.783,0.317,0.142,0.169,0.178,0.496,0.086
69,220,0.096,0.46,0.304,0.138,0.114,0.314,0.532,0.078
69,320,0.141,0.354,0.491,0.137,0.236,0.284,0.524,0.179
69,420,0.161,0.357,0.317,0.169,0.051,0.347,0.58,0.089
69,520,0.094,0.517,0.383,0.133,0.264,0.809,0.492,0.096
69,620,0.057,0.271,0.354,0.174,0.272,0.44,0.548,0.106
69,720,0.192,0.236,0.356,0.14,0.13,0.353,0.498,0.088
69,820,0.161,0.612,0.254,0.104,0.118,0.648,0.401,0.088
69,920,0.115,0.524,0.426,0.138,0.106,0.343,0.517,0.101
69,1020,0.194,0.413,0.355,0.193,0.123,0.365,0.515,0.122
69,1120,0.216,0.239,0.451,0.129,0.211,0.42,0.428,0.094
70,100,0.16,0.519,0.318,0.116,0.182,0.234,0.424,0.086
70,200,0.238,0.67,0.512,0.123,0.206,0.775,0.438,0.117
70,300,0.037,0.888,0.492,0.133,0.123,0.643,0.489,0.127
70,400,0.232,0.344,0.313,0.14,0.378,0.881,0.448,0.094
70,500,0.148,0.691,0.475,0.144,0.084,0.53,0.554,0.152
70,600,0.078,0.447,0.325,0.152,0.099,0.864,0.527,0.082
70,700,0.169,0.899,0.427,0.082,0.096,0.421,0.411,0.162
70,800,0.188,0.673,0.305,0.171,0.117,0.384,0.606,0.084
70,900,0.276,0.29,0.319,0.196,0.145,0.246,0.517,0.155
70,1000,0.062,0.5,0.326,0.149,0.13,0.593,0.515,0.103
70,1100,0.13,1.098,0.393,0.087,0.238,0.81,0.325,0.068
71,80,0.127,0.456,0.284,0.127,0.42,0.117,0.516,0.149
71,180,0.199,0.473,0.323,0.174,0.045,0.334,0.476,0.085
71,280,0.044,0.667,0.494,0.173,0.157,0.752,0.681,0.113
71,380,0.273,0.932,0.292,0.144,0.34,0.342,0.469,0.092
71,480,0.075,0.576,0.335,0.152,0.197,0.555,0.435,0.091
71,580,0.224,0.276,0.412,0.174,0.056,0.695,0.534,0.11
71,680,0.03,0.419,0.309,0.141,0.092,0.537,0.497,0.123
71,780,0.152,0.594,0.394,0.112,0.26,0.333,0.424,0.101
71,880,0.078,0.678,0.482,0.142,0.15,0.352,0.512,0.128
71,980,0.19,0.586,0.333,0.122,0.264,0.788,0.353,0.094
71,1080,0.047,0.452,0.514,0.134,0.128,0.514,0.538,0.105
72,60,0.037,0.743,0.28,0.197,0.175,0.328,0.649,0.065
72,160,0.159,0.549,0.548,0.126,0.192,0.242,0.426,0.188
72,260,0.138,0.331,0.295,0.165,0.16,0.464,0.517,0.088
72,360,0.177,0.605,0.308,0.104,0.111,0.728,0.387,0.085
72,460,0.176,0.663,0.226,0.207,0.151,0.181,0.63,0.075
72,560,0.104,0.185,0.409,0.136,0.191,0.414,0.493,0.093
72,660,0.088,0.369,0.307,0.156,0.23,0.346,0.566,0.059
72,760,0.295,0.494,0.315,0.131,0.186,0.329,0.45,0.093
72,860,0.045,0.839,0.328,0.16,0.055,0.684,0.559,0.091
72,960,0.044,0.43,0.432,0.193,0.23,0.665,0.671,0.147
72,1060,0.069,0.595,0.478,0.139,0.11,0.304,0.501,0.184
73,40,0.023,0.462,0.352,0.149,0.112,0.708,0.53,0.092
73,140,0.147,0.942,0.599,0.155,0.054,0.735,0.526,0.134
73,240,0.109,0.6,0.388,0.13,0.104,0.392,0.465,0.136
73,340,0.032,0.937,0.265,0.191,0.149,0.587,0.655,0.064
73,440,0.09,0.471,0.34,0.217,0.143,0.436,0.549,0.067
73,540,0.238,0.723,0.269,0.127,0.08,0.476,0.432,0.072
73,640,0.037,0.37,0.579,0.14,0.179,0.727,0.476,0.223
73,740,0.306,1.404,0.428,0.124,0.148,0.19,0.614,0.127
73,840,0.092,0.429,0.427,0.14,0.132,0.633,0.481,0.087
73,940,0.198,0.387,0.431,0.123,0.192,0.342,0.505,0.07
73,1040,0.135,0.735,0.308,0.169,0.109,0.391,0.49,0.082
74,20,0.161,0.785,0.365,0.165,0.257,0.75,0.594,0.108
74,120,0.25,0.329,0.34,0.17,0.216,1.343,0.572,0.087
74,220,0.051,0.722,0.308,0.156,0.213,0.42,0.57,0.069
74,320,0.041,0.617,0.326,0.23,0.109,0.465,0.645,0.083
74,420,0.107,0.503,0.527,0.135,0.234,0.394,0.354,0.083
74,520,0.053,0.534,0.353,0.156,0.089,0.597,0.525,0.073
74,620,0.03,0.873,0.322,0.176,0.045,0.465,0.553,0.081
74,720,0.109,0.371,0.241,0.147,0.132,0.433,0.484,0.074
74,820,0.127,0.488,0.329,0.171,0.126,0.466,0.452,0.081
74,920,0.086,0.266,0.199,0.149,0.269,0.599,0.522,0.154
74,1020,0.101,0.45,0.436,0.165,0.107,0.389,0.639,0.124
74,1120,0.352,0.807,0.29,0.135,0.24,0.273,0.453,0.055
75,100,0.024,0.68,0.329,0.142,0.099,0.493,0.485,0.088
75,200,0.066,0.344,0.509,0.211,0.234,0.78,0.558,0.161
75,300,0.066,0.346,0.322,0.132,0.296,1.021,0.481,0.088
75,400,0.08,0.468,0.441,0.194,0.257,0.629,0.524,0.13
75,500,0.163,0.493,0.383,0.116,0.188,0.246,0.365,0.098
75,600,0.158,0.449,0.328,0.107,0.207,0.734,0.347,0.075
75,700,0.21,0.746,0.313,0.154,0.107,0.447,0.65,0.096
75,800,0.027,1.066,0.783,0.144,0.161,1.061,0.475,0.273
75,900,0.159,0.314,0.473,0.147,0.12,0.256,0.611,0.147
75,1000,0.216,0.21,0.575,0.127,0.247,0.639,0.456,0.132
75,1100,0.118,0.627,0.356,0.154,0.166,0.346,0.545,0.143
76,80,0.108,0.371,0.35,0.151,0.162,0.454,0.512,0.121
76,180,0.043,0.855,0.304,0.123,0.156,0.308,0.433,0.06
76,280,0.172,0.555,0.517,0.163,0.086,0.371,0.581,0.118
76,380,0.109,0.588,0.252,0.149,0.231,0.551,0.491,0.062
76,480,0.201,0.557,0.836,0.117,0.126,0.399,0.438,0.271
76,580,0.12,0.352,0.433,0.185,0.189,0.324,0.513,0.138
76,680,0.149,0.523,0.445,0.123,0.223,0.456,0.435,0.152
76,780,0.076,0.408,0.312,0.131,0.079,0.627,0.408,0.083
76,880,0.108,0.502,0.332,0.122,0.157,0.494,0.418,0.079
76,980,0.208,0.315,0.319,0.229,0.122,0.348,0.636,0.08
76,1080,0.062,0.518,0.318,0.14,0.09,0.443,0.496,0.089
77,60,0.049,0.688,0.402,0.152,0.089,0.467,0.489,0.088
77,160,0.029,0.521,0.286,0.149,0.267,0.156,0.54,0.081
77,260,0.096,0.441,0.255,0.192,0.338,0.435,0.631,0.068
77,360,0.12,0.694,0.663,0.145,0.166,0.431,0.513,0.144
77,460,0.099,1.052,0.421,0.139,0.089,0.501,0.575,0.086
77,560,0.046,0.854,0.365,0.156,0.043,0.563,0.585,0.089
77,660,0.071,0.629,0.332,0.199,0.094,0.557,0.674,0.084
77,760,0.115,0.369,0.306,0.142,0.061,0.785,0.606,0.091
77,860,0.051,0.523,0.232,0.122,0.348,1.132,0.391,0.088
77,960,0.035,0.671,0.465,0.124,0.068,0.562,0.447,0.117
77,1060,0.094,0.35,0.299,0.139,0.1,0.473,0.535,0.08
78,40,0.203,0.354,0.338,0.133,0.157,0.183,0.525,0.069
78,140,0.236,0.695,0.355,0.194,0.181,0.372,0.584,0.07
78,240,0.229,0.313,0.339,0.127,0.088,0.448,0.382,0.101
78,340,0.049,0.613,0.333,0.134,0.103,0.733,0.468,0.084
78,440,0.069,0.526,0.318,0.144,0.282,0.211,0.491,0.075
78,540,0.266,0.309,0.353,0.222,0.141,0.362,0.62,0.082
78,640,0.152,0.334,0.366,0.131,0.286,0.566,0.475,0.097
78,740,0.069,0.499,0.364,0.127,0.157,0.345,0.466,0.085
78,840,0.166,0.292,0.482,0.13,0.126,0.39,0.501,0.124
78,940,0.102,0.669,0.416,0.128,0.044,0.366,0.469,0.106
78,1040,0.201,0.401,0.327,0.123,0.179,0.149,0.383,0.086
79,20,0.041,0.451,0.414,0.175,0.303,0.149,0.515,0.074
79,120,0.135,0.233,0.419,0.152,0.246,1.206,0.459,0.055
79,220,0.146,0.789,0.537,0.151,0.16,0.441,0.583,0.138
79,320,0.165,0.862,0.354,0.203,0.142,0.568,0.645,0.092
79,420,0.183,0.768,0.537,0.234,0.205,0.387,0.691,0.171
79,520,0.148,0.418,0.402,0.15,0.131,0.485,0.585,0.091
79,620,0.033,0.471,0.56,0.15,0.062,0.594,0.523,0.14
79,720,0.118,0.329,0.234,0.177,0.093,0.41,0.501,0.085
79,820,0.238,0.429,0.509,0.1,0.133,0.437,0.34,0.151
79,920,0.066,0.733,0.299,0.167,0.121,0.79,0.519,0.078
79,1020,0.069,0.477,0.208,0.149,0.157,0.487,0.543,0.059
79,1120,0.057,0.792,0.29,0.231,0.222,0.708,0.565,0.089
80,100,0.185,0.419,1.291,0.129,0.384,0.957,0.414,0.133
80,200,0.117,0.644,0.312,0.154,0.183,0.628,0.5,0.095
80,300,0.101,0.431,0.412,0.125,0.244,0.172,0.48,0.112
80,400,0.131,0.501,0.412,0.133,0.135,0.455,0.481,0.182
80,500,0.103,0.257,0.637,0.142,0.174,0.515,0.468,0.117
80,600,0.324,0.114,0.289,0.138,0.147,0.512,0.482,0.073
80,700,0.225,0.453,0.327,0.12,0.247,0.187,0.443,0.095
80,800,0.042,0.662,0.371,0.156,0.142,0.413,0.523,0.106
80,900,0.065,0.529,0.314,0.156,0.117,0.392,0.591,0.077
80,1000,0.024,0.533,0.318,0.126,0.151,0.381,0.442,0.077
80,1100,0.059,0.45,0.344,0.135,0.213,0.254,0.534,0.067
81,80,0.166,0.731,0.362,0.143,0.229,0.508,0.532,0.101
81,180,0.393,0.095,0.366,0.12,0.241,0.148,0.457,0.087
81,280,0.176,0.583,0.328,0.114,0.132,0.496,0.457,0.093
81,380,0.052,0.278,0.303,0.152,0.129,0.392,0.552,0.084
81,480,0.012,0.926,0.292,0.132,0.117,0.228,0.475,0.088
81,580,0.18,1.042,0.34,0.164,0.123,0.239,0.404,0.14
81,680,0.226,0.547,0.554,0.13,0.096,0.55,0.447,0.109
81,780,0.089,0.74,0.375,0.147,0.189,0.539,0.461,0.084
81,880,0.153,1.065,0.389,0.236,0.087,0.127,0.656,0.085
81,980,0.053,0.484,0.382,0.156,0.229,0.529,0.599,0.112
81,1080,0.106,0.273,0.335,0.134,0.248,0.594,0.52,0.078
82,60,0.112,0.51,0.376,0.097,0.283,0.429,0.403,0.089
82,160,0.098,0.887,0.551,0.132,0.25,0.383,0.465,0.115
82,260,0.1,0.501,0.478,0.143,0.226,0.371,0.464,0.113
82,360,0.036,0.561,0.4,0.187,0.227,0.438,0.665,0.164
82,460,0.124,0.521,0.502,0.138,0.334,0.406,0.478,0.089
82,560,0.204,0.867,0.257,0.161,0.131,0.541,0.554,0.075
82,660,0.101,0.338,0.347,0.144,0.089,0.25,0.484,0.071
82,760,0.305,0.771,0.3,0.181,0.179,0.318,0.43,0.103
82,860,0.121,0.63,0.299,0.194,0.049,0.499,0.614,0.076
82,960,0.032,0.708,0.328,0.194,0.215,0.299,0.625,0.142
82,1060,0.129,0.314,0.306,0.125,0.219,0.715,0.537,0.123
83,40,0.184,1.04,0.337,0.179,0.111,0.248,0.548,0.077
83,140,0.128,0.443,0.48,0.15,0.108,0.38,0.488,0.134
83,240,0.079,0.463,0.517,0.188,0.065,0.417,0.611,0.13
83,340,0.32,0.696,0.481,0.139,0.1,0.544,0.663,0.125
83,440,0.075,0.537,0.431,0.18,0.182,0.496,0.638,0.096
83,540,0.092,0.691,0.413,0.128,0.155,0.555,0.443,0.088
83,640,0.078,0.733,0.291,0.1,0.202,0.587,0.456,0.083
83,740,0.035,0.69,0.449,0.139,0.13,0.611,0.535,0.113
83,840,0.178,0.638,0.367,0.213,0.1,0.302,0.673,0.105
83,940,0.121,0.485,0.437,0.148,0.144,0.467,0.549,0.13
83,1040,0.182,0.301,0.275,0.1,0.213,0.299,0.396,0.075
84,20,0.053,0.459,0.564,0.226,0.132,0.672,0.602,0.162
84,120,0.172,0.394,0.551,0.142,0.166,0.325,0.414,0.094
84,220,0.036,0.941,0.537,0.227,0.139,0.365,0.799,0.123
84,320,0.032,0.599,0.397,0.152,0.063,0.569,0.505,0.108
84,420,0.205,0.974,0.315,0.083,0.073,0.492,0.341,0.078
84,520,0.109,0.385,0.313,0.156,0.037,0.674,0.499,0.081
84,620,0.075,0.492,0.343,0.158,0.151,0.612,0.545,0.094
84,720,0.088,0.196,0.317,0.138,0.155,0.375,0.581,0.089
84,820,0.152,0.702,0.454,0.116,0.352,0.243,0.41,0.152
84,920,0.138,0.407,0.337,0.127,0.293,0.533,0.356,0.104
84,1020,0.054,0.279,0.32,0.129,0.117,0.347,0.537,0.081
84,1120,0.232,1.504,0.471,0.147,0.053,0.586,0.578,0.143
85,100,0.116,0.34,0.398,0.11,0.126,0.431,0.425,0.097
85,200,0.085,0.595,0.301,0.137,0.057,0.524,0.49,0.079
85,300,0.309,0.425,0.29,0.15,0.144,0.285,0.604,0.066
85,400,0.082,0.384,0.317,0.156,0.123,0.311,0.509,0.079
85,500,0.092,0.544,0.279,0.133,0.091,0.547,0.493,0.079
85,600,0.045,0.658,0.257,0.179,0.21,0.273,0.603,0.063
85,700,0.199,0.48,0.443,0.118,0.177,0.143,0.384,0.102
85,800,0.058,0.829,0.482,0.183,0.103,0.476,0.626,0.121
85,900,0.027,1.043,0.361,0.131,0.18,0.898,0.448,0.093
85,1000,0.136,0.685,0.253,0.105,0.143,0.717,0.328,0.082
85,1100,0.048,0.643,0.322,0.128,0.094,0.546,0.478,0.081
86,80,0.104,0.408,0.268,0.16,0.291,0.381,0.555,0.072
86,180,0.127,0.891,0.328,0.117,0.204,0.545,0.508,0.102
86,280,0.041,0.648,0.386,0.136,0.129,0.549,0.514,0.095
86,380,0.149,0.311,0.304,0.17,0.244,0.232,0.604,0.075
86,480,0.13,0.525,0.313,0.117,0.168,0.485,0.459,0.076
86,580,0.183,0.404,0.305,0.106,0.053,0.179,0.429,0.091
86,680,0.046,0.442,0.313,0.174,0.138,0.403,0.603,0.08
86,780,0.334,0.716,0.368,0.146,0.324,0.194,0.569,0.094
86,880,0.05,0.641,0.466,0.203,0.111,0.585,0.681,0.102
86,980,0.043,0.748,0.317,0.161,0.226,0.586,0.611,0.074
86,1080,0.033,0.734,0.408,0.132,0.091,0.257,0.47,0.128
87,60,0.054,0.734,0.369,0.133,0.099,0.474,0.5,0.081
87,160,0.194,0.228,0.89,0.126,0.234,0.198,0.488,0.26
87,260,0.062,0.576,0.26,0.129,0.214,0.189,0.505,0.081
87,360,0.142,0.56,0.265,0.131,0.144,0.393,0.421,0.136
87,460,0.062,1.136,0.402,0.201,0.101,0.554,0.672,0.094
87,560,0.098,0.469,0.332,0.124,0.133,0.39,0.483,0.082
87,660,0.07,0.467,0.283,0.125,0.251,0.665,0.452,0.079
87,760,0.066,0.34,0.631,0.125,0.18,0.525,0.586,0.188
87,860,0.142,0.356,0.413,0.165,0.118,0.451,0.621,0.104
87,960,0.112,1.067,0.292,0.135,0.201,0.554,0.504,0.057
87,1060,0.085,0.478,0.357,0.145,0.233,0.606,0.476,0.07
88,40,0.086,0.441,0.472,0.129,0.099,0.449,0.443,0.16
88,140,0.051,0.409,0.32,0.16,0.171,0.167,0.481,0.076
88,240,0.147,0.335,0.338,0.186,0.12,0.764,0.568,0.106
88,340,0.169,0.244,0.363,0.127,0.142,0.843,0.469,0.073
88,440,0.104,0.55,0.422,0.12,0.249,0.246,0.445,0.127
88,540,0.023,0.359,0.322,0.13,0.132,0.295,0.462,0.08
88,640,0.086,0.512,0.316,0.14,0.066,0.433,0.511,0.087
88,740,0.267,1.046,0.765,0.123,0.173,0.389,0.391,0.312
88,840,0.203,0.602,0.299,0.213,0.234,0.256,0.535,0.083
88,940,0.088,0.522,0.381,0.121,0.147,0.286,0.459,0.076
88,1040,0.15,0.346,0.472,0.134,0.248,0.56,0.477,0.123
89,20,0.134,0.65,0.289,0.13,0.177,0.377,0.457,0.072
89,120,0.178,0.883,0.432,0.15,0.174,0.375,0.461,0.117
89,220,0.446,0.53,0.311,0.141,0.088,0.508,0.549,0.089
89,320,0.076,0.52,0.353,0.141,0.41,1.289,0.467,0.077
89,420,0.205,0.453,0.348,0.19,0.209,0.211,0.581,0.084
89,520,0.224,0.489,0.4,0.123,0.206,0.542,0.397,0.107
89,620,0.237,0.827,0.33,0.131,0.192,0.248,0.609,0.087
89,720,0.12,0.289,0.418,0.135,0.131,0.327,0.471,0.072
89,820,0.086,0.369,0.339,0.147,0.173,0.456,0.477,0.087
89,920,0.082,0.569,0.238,0.138,0.174,0.599,0.534,0.055
89,1020,0.034,0.744,0.311,0.124,0.127,0.482,0.463,0.082
89,1120,0.227,0.502,0.489,0.095,0.077,0.403,0.368,0.116
90,100,0.019,0.821,0.412,0.118,0.219,0.609,0.42,0.127
90,200,0.154,0.635,0.298,0.111,0.094,0.638,0.436,0.077
90,300,0.148,0.63,0.321,0.119,0.089,0.529,0.44,0.087
90,400,0.054,0.641,0.507,0.101,0.314,0.61,0.494,0.129
90,500,0.191,0.607,0.464,0.084,0.165,0.255,0.339,0.125
90,600,0.048,1.057,0.403,0.138,0.063,0.619,0.462,0.12
90,700,0.038,0.558,0.431,0.181,0.094,0.374,0.639,0.112
90,800,0.071,0.433,0.473,0.153,0.14,0.375,0.526,0.153
90,900,0.254,0.895,0.462,0.157,0.317,0.244,0.614,0.105
90,1000,0.026,0.644,0.5,0.175,0.229,0.181,0.622,0.117
90,1100,0.173,0.901,0.312,0.084,0.069,0.692,0.327,0.095
